id;name;email;phone_number;birth_date;sex;passport;country_code;address;account_creation;pay_method;account_status
EduaAlmeida634;Eduarda do Almeida;eduaalmeida634@li3.pt;(351) 920714980;1973/05/04;F;ZM232989;PT;Praça Rodrigues, S/N5541-865 Marco de Canaveses;2012/08/01 09:59:16;credit_card;ACTIVE
MarcMonteiro628;Marco Monteiro;marcmonteiro628@li3.pt;(351) 964617295;1960/06/25;M;II275742;LHA;Av Enzo Torres, 36186-529 Mirandela;2012/02/11 02:41:24;credit_card;active
DeAnjos;Denis Anjos;deanjos@li3.pt;(351) 203 619 375;1998/10/30;;ZT095396;PT;Largo Iara Magalhães, 111777-962 Gafanha da Nazaré;2010/03/13 23:09:43;cash;active
EHenriques-Assunção;Eduarda Henriques-Assunção;ehenriques-assunção@li3.pt;(351) 933039509;1966/08/03;F;MY203221;PT;Largo do Báltico, 7612545-456 Figueira da Foz;2019/12/13 20:10:37;credit_card;inactive
TomáTorres2015;Tomás Torres;tomátorres2015@li3.pt;(351) 935699173;1974/01/29;M;XD318104;PT;Rua Campos, 128970-898 Elvas;2018/06/16 14:59:06;debit_card;active
RicarVicente;Ricardo Vicente;ricarvicente@li3.pt;(351) 931 977 007;1961/01/08;M;PC563608;PT;Largo Leite, 993159-879 Peso da Régua;2018/08/08 12:13:19;cash;active
WilsNeto;Wilson Neto;wilsneto@li3.pt;928 874 428;1979/11/03;M;MC481265;PT;Avenida Pinho, 179721-346 Cartaxo;2016/07/04 02:14:35;cash;active
WilCorreia669;William de Correia;wilcorreia669@li3.pt;(351) 910 503 586;1969/05/23;M;OJ912636;PT;R. Figueiredo, 828632-745 Porto;2012/09/20 22:13:17;credit_card;active
MSimões1247;Manuel Simões;msimões1247@li3.pt;(351) 266 772 613;2000/07/08;M;FD003751;PT;Rua de Coelho, S/N7016-297 Caldas da Rainha;2010/04/21 23:18:38;credit_card;active
ÂngelCarvalho1269;Ângelo Carvalho;ângelcarvalho1269@li3.pt;(351) 931474759;1991/11/19;M;LB940775;PT;R. Matilde Simões, 543664-125 Setúbal;2012/05/30 09:27:37;debit_card;active
KellMagalhães-Borges1565;Kelly Magalhães-Borges;kellmagalhães-borges1565@li3.pt;(351) 277 883 368;1979/12/03;F;GG469704;PT;Avenida Azevedo, 686344-590 Mirandela;2016/02/24 18:51:30;cash;active
MaMorais;Maria Morais;mamorais@li3.pt;(351) 911 823 268;1956/10/18;F;SC273206;PT;Av Castro, 627659-650 Amarante;2015/01/15 07:22:11;credit_card;ACTIVE
JoãMoreira;João Moreira;joãmoreira@li3.pt;966 484 079;1953/09/27;M;CB327345;PT;Rua Simão Almeida, S/N1753-570 Guarda;2010/02/10 23:51:53;cash;inactive
;Vítor de Valente;vítovalente1004@li3.pt;+351966940683;1990/11/09;M;ZU851515;PT;Largo Alves, 4067129-875 Alcácer do Sal;2013/04/10 10:44:29;cash;active
AmélAraújo1703;Amélia Araújo;amélaraújo1703@li3.pt;(351) 969758652;1958/08/26;F;UZ167079;PT;R. de Gonçalves, S/N8225-821 Estarreja;2018/03/13 19:15:18;credit_card;active
AlCampos-Sousa474;Alice Campos-Sousa;alcampos-sousa474@li3.pt;+351968226417;1959/10/22;F;LR339649;PT;Alameda de Aquilino Ribeiro, 50330-834 Seixal;2015/09/06 20:43:19;credit_card;inactive
MaFerreira-Sousa;Margarida Ferreira-Sousa;maferreira-sousa@li3.pt;(351) 921 821 990;1959/05/15;F;NM239478;PT;Rua das Cegonhas, 374299-161 Oliveira do Hospital;2011/08/18 16:05:33;cash;active
FranciRibeiro;Francisco Ribeiro;franciribeiro@li3.pt;(351) 937644079;1981/12/31;M;XA340177;PT;Travessa Fernandes, 716996-028 Sines;2010/07/15 09:52:06;credit_card;active
LuíCastro;Luísa Castro;luícastro@li3.pt;(351) 963622900;1998/02/12;F;DJ999318;PT;Avenida dos Oceanos, S/N3974-936 Horta;2016/04/03 21:12:29;debit_card;active
LeonardAssunção1547;Leonardo Assunção;leonardassunção1547@li3.pt;(351) 234 157 847;2002/08/08;M;BD863006;PT;Alameda Mota, S/N6086-399 Amadora;2020/08/04 10:49:08;debit_card;active
Íris-LuíNogueira;Íris-Luísa Nogueira;íris-luínogueira@li3.pt;(351) 967627400;2001/04/15;F;FI648938;PT;Largo de Paiva, 9258333-150 Vila Franca de Xira;2012/06/17 21:35:58;cash;active
CaetanAnjos;Caetana de Anjos;caetananjos@li3.pt;+351933554706;2001/05/26;F;DQ034660;PT;Rua Teixeira, 819602-464 Santa Cruz;2020/03/28 23:23:12;credit_card;active
TeCastro;Teresa Castro;tecastro@li3.pt;+351938649694;1990/03/27;F;BE935538;PT;Avenida Silva, 694545-170 Fátima;2010/11/08 16:39:42;debit_card;active
GaspaLima1677;Gaspar Lima;gaspalima1677@li3.pt;(351) 914 572 208;1950/02/01;M;LX759861;PT;Largo Miguel Fonseca, 551781-422 Paredes;2016/07/29 07:42:34;credit_card;active
JorgAntunes1903;Jorge Antunes;jorgantunes1903@li3.pt;(351) 918957246;1971/05/11;M;TY762401;PT;Travessa do Passeio Alegre, S/N8682-841 Marinha Grande;2011/07/25 09:00:54;cash;active
YarBarbosa418;Yara Barbosa;yarbarbosa418@li3.pt;(351) 916 489 794;1965/08/17;F;ZX423050;PT;R. Valente, 4803446-696 Almeirim;2011/08/01 21:26:42;debit_card;active
JaiGonçalves;Jaime Gonçalves;jaigonçalves@li3.pt;;1964/07/15;M;TH091911;PT;Av da Fonte de Cima, 20736-475 Braga;2020/10/29 13:11:55;credit_card;active
BárbNascimento;Bárbara Nascimento;bárbnascimento@li3.pt;(351) 916251809;1979/01/22;F;CZ464701;PT;Praça Mário Ruivo, 342187-655 Vila Real;2014/09/07 19:05:53;credit_card;active
PauAndrade1865;Paulo Andrade;pauandrade1865@li3.pt;(351) 963 909 501;1986/08/30;M;ZQ328633;PT;R. Simões, 363052-996 Moura;2010/07/10 06:17:18;debit_card;active
SéCardoso1494;Sérgio Cardoso;sécardoso1494@li3.pt;+351925437152;1962/11/21;M;YC430426;PT;Largo das Gaivotas ao Parque das Nações, 482830-517 Valongo;2011/06/09 16:23:04;cash;active
MatiCampos;Matilde Campos;maticampos@li3.pt;;1973/03/27;F;QC268947;PT;Travessa da Pasteleira, 42426-701 Lixa;2012/04/21 22:28:00;credit_card;active
LeBorges2011;Letícia Borges;leborges2011@li3.pt;(351) 235 642 816;1966/03/24;F;BJ675645;PT;Praça Lisandro Santos, 245101-893 Montemor-o-Novo;2016/11/24 17:39:15;credit_card;active
NicoAmaral;Nicole Amaral;nicoamaral@li3.pt;(351) 931 082 924;1994/06/01;F;BS235190;PT;Travessa das Portas do Mar, 3517667-194 Reguengos de Monsaraz;2020/05/16 18:15:49;cash;active
GAmorim1957;Gil Amorim;gamorim1957@li3.pt;(351) 258635901;1975/05/19;M;TD513815;PT;Avenida das Canas, S/N0063-143 Paços de Ferreira;2018/06/16 17:26:54;debit_card;active
MarcBorges558;Marco Borges;marcborges558@li3.pt;(351) 921 305 814;1983/06/15;M;CC972534;PT;Travessa Filipe Mendes, S/N2187-257 Braga;2013/06/02 13:52:26;credit_card;active
MarianSimões1645;Mariana Simões;mariansimões1645@li3.pt;+351925975985;1990/03/16;F;UL103927;PT;Praça Cardeal Cerejeira, 19722-542 Gafanha da Nazaré;2016/09/11 04:40:54;credit_card;active
MCastro;Manuel Castro;mcastro@li3.pt;932 094 180;1955/10/18;M;QR850169;PT;Rua Leal, S/N8560-215 Moura;2010/03/29 16:19:32;cash;active
GonçaLourenço538;Gonçalo Lourenço;gonçalourenço538@li3.pt;(351) 285 022 538;1979/02/21;M;EY673700;PT;Av Eduardo VII de Inglaterra, 443258-031 Leiria;2010/07/27 04:54:55;debit_card;active
ÉriMelo1447;Érica Melo;érimelo1447@li3.pt;(351) 264264421;1991/11/04;F;KZ226538;PT;R. da Quinta do Guarda-Mor, 678709-738 Leiria;2016/10/23 13:40:41;credit_card;active
ManueBarbosa-Borges889;Manuel Barbosa-Borges;manuebarbosa-borges889@li3.pt;(351) 251998115;1958/11/29;M;LS554130;PT;Praça de Macedo, 756685-617 Guarda;2017/11/15 08:32:07;credit_card;active
LúFigueiredo;Lúcia Figueiredo;lúfigueiredo@li3.pt;(351) 249 528 110;1994/05/31;F;ME759978;PT;Rua Isabel Pires, S/N8878-492 Montemor-o-Novo;2018/08/16 01:23:01;debit_card;active
CaAlmeida174;Camila Almeida;caalmeida174@li3.pt;916521409;1966/11/02;F;CO169647;PT;Largo de Fonseca, S/N0261-062 Santo Tirso;2011/07/01 09:45:45;credit_card;active
PeNascimento608;Petra Nascimento;penascimento608@li3.pt;915 950 719;1998/10/18;F;LM340109;PT;Praça Maria Esteves, S/N5652-936 Paredes;2012/02/24 11:37:24;debit_card;active
SLourenço;Sérgio Lourenço;slourenço@li3.pt;;1987/04/19;M;UQ652404;PT;Travessa do Calvário, S/N6871-993 Matosinhos;2011/04/25 08:05:42;debit_card;active
YBatista-Henriques199;Yara Batista-Henriques;ybatista-henriques199@li3.pt;(351) 280364896;1986/07/03;F;KH585329;PT;Travessa de Vicente, S/N7931-159 Odivelas;2017/10/28 01:25:49;credit_card;active
ABatista1572;Alexandre Batista;abatista1572@li3.pt;(351) 912 021 792;1995/11/18;M;YD949295;PT;R. Martins, 253065-043 Barcelos;2011/01/28 02:30:12;debit_card;active
MiLourenço;Micael Lourenço;milourenço@li3.pt;+351965369194;1970/11/10;M;RS723918;PT;R. Barbosa, S/N6326-056 Almada;2020/10/03 07:53:28;debit_card;active
ILourenço-Barros;Iara Lourenço-Barros;ilourenço-barros@li3.pt;(351) 965 593 075;1960/06/02;F;QJ159944;PT;R. de Garcia, 624892-310 Moura;2012/03/12 14:41:20;cash;active
LuísValente1742;Luísa Valente;luísvalente1742@li3.pt;925 061 669;2002/05/15;F;RO616091;PT;Travessa Ferreira, 800286-418 Santiago do Cacém;2020/11/25 23:32:20;debit_card;active
EAlmeida733;Eva Almeida;ealmeida733@li3.pt;934 082 382;1999/08/22;F;WI938378;PT;Av Bruna Alves, 617865-197 Loures;2015/01/20 12:12:16;credit_card;active
SoraAssunção861;Soraia Assunção;soraassunção861@li3.pt;+351935375215;1983/02/18;F;FW789299;PT;Praça das Sereias, 85835-746 Mealhada;2016/08/19 02:12:31;debit_card;active
DAnjos-Fonseca;Diogo Anjos-Fonseca;danjos-fonseca@li3.pt;(351) 913148109;2001/01/23;M;OA804571;PT;Av Barros, 661854-504 Felgueiras;2011/11/28 00:41:19;debit_card;active
MTeixeira1187;Mariana Teixeira;mteixeira1187@li3.pt;(351) 966637411;1958/02/12;F;FG988387;PT;Avenida Ramos, 467281-111 Mêda;2010/01/08 05:12:30;debit_card;active
GaNogueira;Gaspar Nogueira;ganogueira@li3.pt;(351) 911444688;2005/03/15;M;FC279621;PT;Travessa de Francisco Borges, 160586-435 Valpaços;2019/07/07 12:20:44;cash;active
JRodrigues51;João Rodrigues;jrodrigues51@li3.pt;(351) 969 766 780;1956/12/26;M;BT225690;PT;Rua de Camilo, 1198655-598 Rio Maior;2018/04/23 21:56:47;debit_card;active
BeatRibeiro;Beatriz Ribeiro;beatribeiro@li3.pt;+351919775286;1960/08/07;F;RP014467;PT;Praça Carolina Michaelis de Vasconcelos, 374525-223 Vila Real;2014/10/24 23:50:14;cash;active
LMelo;Lisandro Melo;lmelo@li3.pt;922 335 963;1952/11/05;M;MC875576;PT;Rua Castro, 65954-181 Vila Real de Santo António;2018/03/30 23:18:06;cash;active
CarlCastro;Carlos Castro;carlcastro@li3.pt;224693668;1954/09/04;M;UF734225;PT;R. Caetana Santos, 917965-634 Paredes;2013/07/06 03:10:24;cash;active
;Ângelo Fonseca;ângelfonseca193@li3.pt;929 049 414;1992/07/25;M;CI084276;PT;Av Paiva, S/N8474-576 Reguengos de Monsaraz;2019/01/08 06:47:54;debit_card;active
XaviSoares;Xavier Soares;xavisoares@li3.pt;(351) 966 987 839;1970/11/22;M;YK644561;PT;R. Matos, 112702-931 Coimbra;2011/06/16 01:07:47;credit_card;active
ENogueira1727;Enzo Nogueira;enogueira1727@li3.pt;+351919322289;1968/05/07;M;EC123081;PT;Travessa de Serrúbia, 119471-593 Penafiel;2012/07/11 22:47:54;debit_card;active
VioleMartins;Violeta Martins;violemartins@li3.pt;+351920797167;1984/09/17;F;KB080930;PT;Rua das Canas, 287106-907 Esposende;2010/11/14 00:21:48;debit_card;active
LuíCardoso1779;Luísa do Cardoso;luícardoso1779@li3.pt;(351) 961434019;1996/08/10;F;IE312207;PT;Praça de Paiva, 51741-816 Gandra;2019/10/24 11:46:14;cash;active
GuilherBranco-Gonçalves;Guilherme Branco-Gonçalves;guilherbranco-gonçalves@li3.pt;911 033 585;1957/03/25;M;WJ518604;PT;Avenida Amaral, S/N2505-712 Fiães;2015/10/17 13:56:03;cash;active
VitPaiva899;Vitória Paiva;vitpaiva899@li3.pt;(351) 961 474 494;2003/09/01;F;NM268597;PT;Largo de Ramos, 827988-011 Vila Franca de Xira;2015/03/14 00:01:52;cash;active
IvLoureiro;Ivan Loureiro;ivloureiro@li3.pt;(351) 910284351;1993/02/14;M;GA587717;PT;Rua de Costa, 957045-817 Tarouca;2017/01/21 13:00:44;credit_card;active
MelReis;Melissa Reis;melreis@li3.pt;(351) 966 092 771;1994/06/22;F;KA697622;PT;Alameda do Conde de Óbidos, S/N6706-585 Trancoso;2015/03/18 08:17:51;cash;active
IaBaptista1981;Iara Baptista;iabaptista1981@li3.pt;+351938438072;1992/12/02;F;IA413456;PT;Praça Vera Gonçalves, S/N3314-166 Lixa;2019/04/28 22:17:14;credit_card;active
LucianCardoso;Luciana Cardoso;luciancardoso@li3.pt;(351) 236882676;2002/05/27;F;XA535411;PT;R. de Rodrigues, 410916-013 Póvoa de Santa Iria;2019/03/21 02:42:17;credit_card;Active
MélanRodrigues;Mélanie Rodrigues;mélanrodrigues@li3.pt;(351) 915 416 687;1987/04/06;F;IA407010;PT;Rua da Agra do Amial, 499003-300 Póvoa de Varzim;2017/11/25 00:30:21;cash;active
LMendes16;Luca Mendes;lmendes16@li3.pt;(351) 929347272;1994/02/21;M;MC267580;PT;Av Macedo, 7678825-623 Serpa;2010/06/12 18:55:37;credit_card;active
MargariVieira1354;Margarida-Diana Vieira;margarivieira1354@li3.pt;965 542 293;1981/01/03;F;LX250594;PT;Rua Silva, S/N8580-654 Paredes;2018/07/23 00:26:34;cash;active
AdriPinheiro;Adriana Pinheiro;adripinheiro@li3.pt;(351) 925316759;1970/09/28;F;NS479328;PT;Alameda de Costa, 317669-999 Montemor-o-Novo;2018/02/09 08:41:46;debit_card;inactive
ValentiNeto1244;Valentina Neto;valentineto1244@li3.pt;(351) 920102396;1982/11/06;F;XE530861;PT;Avenida de Cardoso, 85091-821 Estarreja;2012/03/04 08:38:57;debit_card;inactive
TDomingues;Tiago do Domingues;tdomingues@li3.pt;243 780 988;1984/09/02;M;LF037123;PT;Avenida Samuel Coelho, 2468677-988 Lisboa;2010/01/10 05:48:34;cash;active
KellHenriques929;Kelly Henriques;kellhenriques929@li3.pt;(351) 965 258 552;1964/05/10;F;UX714057;PT;Travessa de Azevedo, 381555-255 São Salvador de Lordelo;2014/06/10 21:11:40;debit_card;active
DébMaia58;Débora da Maia;débmaia58@li3.pt;+351960247229;1984/02/03;F;CN364041;PT;Rua Pacheco, 896658-135 Tondela;2013/02/23 07:43:46;debit_card;active
BernarLourenço-Costa1909;Bernardo Lourenço-Costa;bernarlourenço-costa1909@li3.pt;(351) 919 632 161;1960/03/26;M;ZZ165024;PT;Alameda Flor Miranda, S/N7294-954 Albufeira;2019/06/11 05:02:06;credit_card;active
SaSantos1184;Salvador Santos;sasantos1184@li3.pt;(351) 918286461;2003/07/24;M;NJ220583;PT;Rua Cuf, 4128026-407 Espinho;2020/08/25 11:31:43;credit_card;ACTIVE
YarAmorim;Yara Amorim;yaramorim@li3.pt;937 982 326;1982/09/01;F;QY409498;PT;Alameda Matias, 6783935-736 Vila Nova de Famalicão;2020/08/22 03:21:37;cash;inactive
CarMelo;Carolina Melo;carmelo@li3.pt;+351287078975;1999/11/01;F;OF032817;PT;Av de Freitas, 7922299-380 Lagos;2017/04/23 11:19:46;debit_card;active
IgoJesus-Campos;Igor Jesus-Campos;igojesus-campos@li3.pt;(351) 930 006 885;2001/01/06;M;BD458602;PT;Avenida Sandro Abreu, 806956-630 Oliveira do Bairro;2016/03/02 05:46:36;cash;active
LorVicente404;Lorena de Vicente;lorvicente404@li3.pt;(351) 911 827 967;1984/08/15;F;UE378747;PT;Alameda Teresa Andrade, 601403-651 Vila Franca de Xira;2010/07/28 11:13:16;debit_card;active
EmmMachado38;Emma Machado;emmmachado38@li3.pt;(351) 963532671;2000/03/26;F;PU587039;PT;R. Neves, 391105-912 Praia da Vitória;2019/04/19 15:47:08;cash;active
BruAndrade;Bruno Andrade;bruandrade@li3.pt;(351) 910920921;1981/03/20;M;EO819884;PT;R. Joaquim Correia, 244559-438 Tavira;2015/01/29 07:04:47;cash;active
LeanSantos;Leandro Santos;leansantos@li3.pt;968951599;2004/12/09;M;EU998339;PT;Travessa Ramos, 855107-656 Valbom;2016/04/28 15:16:56;credit_card;inactive
ÉricLourenço1920;Érica Lourenço;ériclourenço1920@li3.pt;(351) 963339434;1958/04/11;F;AC980079;PT;Praça António Paiva, S/N1949-036 Sines;2016/06/30 04:10:53;cash;active
IsaBorges1492;Isabel da Borges;isaborges1492@li3.pt;938 847 410;1951/11/18;F;QQ278165;PT;Rua de Henriques, 47896-550 Alcobaça;2016/01/31 09:06:51;cash;active
LisaMonteiro;Lisandro Monteiro;lisamonteiro@li3.pt;(351) 935 403 961;2005/01/31;M;UF527040;PT;Rua da Rainha D. Leonor, 679117-437 Santiago do Cacém;2013/09/30 23:30:23;credit_card;active
MaMorais92;Matias Morais;mamorais92@li3.pt;962876904;2000/06/14;M;EH802033;PT;Alameda de Ramos, 2118488-940 Mêda;2016/01/22 11:52:55;debit_card;Active
ÍrAmorim;Íris Amorim;íramorim@li3.pt;(351) 936 116 271;1955/02/07;F;CY511862;PT;Alameda Figueiredo, 897231-188 Praia da Vitória;2012/12/12 18:49:50;credit_card;active
CMachado1477;Catarina Machado;cmachado1477@li3.pt;+351917086025;1984/01/26;F;ZA292170;PT;Av Sebastião Moura, S/N5528-349 Entroncamento;2018/03/01 12:42:01;;active
PetSantos208;Petra Santos;petsantos208@li3.pt;+351926326394;1971/05/26;F;JB977200;PT;Rua Castro, 5629558-058 Porto;2014/09/05 11:52:01;cash;JB977200
CriBorges;Cristiano Borges;criborges@li3.pt;(351) 923682137;1962/03/30;M;CY063995;PT;Avenida Coelho, 496015-288 Lixa;2019/03/21 22:01:39;credit_card;active
KévGonçalves;Kévim Gonçalves;kévgonçalves@li3.pt;(351) 935 859 768;1965/10/26;M;DB147315;PT;Travessa do Cidral de Baixo, 513565-934 Matosinhos;2018/12/04 16:07:37;cash;active
KéMendes;Kévim Mendes;kémendes@li3.pt;269678641;2002/12/23;M;CE921117;PT;Av Filipa Fernandes, 505777-571 Costa da Caparica;2013/03/20 09:24:10;credit_card;active
BiancPires1644;Bianca Pires;biancpires1644@li3.pt;922422010;1965/08/31;F;UJ890538;PT;Largo Renata Lopes, 829981-750 Abrantes;2011/02/04 16:33:39;credit_card;active
DuRamos;Duarte Ramos;duramos@li3.pt;930 917 246;1953/08/22;M;ZS135966;PT;Alameda Leonardo Araújo, 794316-763 Tomar;2013/10/23 18:35:13;credit_card;active
ViolePinheiro1847;Violeta Pinheiro;violepinheiro1847@li3.pt;(351) 914608569;1950/05/05;F;ZY009430;PT;Rua Álvaro Loureiro, S/N8044-043 Vila Real;2016/07/13 12:43:14;credit_card;active
LuGaspar576;Luca Gaspar;lugaspar576@li3.pt;(351) 925123202;1990/04/12;M;DD350848;PT;Av de Maia, 4367966-607 Peniche;2011/03/24 16:38:17;credit_card;inactive
ArtuPaiva;Artur Paiva;artupaiva@li3.pt;(351) 924471490;2002/06/27;M;NX518685;PT;Alameda Emília Rocha, 55582-362 Fiães;2016/01/21 15:59:35;cash;active
TomGuerreiro168;Tomé Guerreiro;tomguerreiro168@li3.pt;913 777 759;1989/03/18;M;EV655258;PT;Avenida Catarina Teixeira, 74412-542 Montijo;2014/06/23 19:51:42;credit_card;active
AAmaral1559;Ana Amaral;aamaral1559@li3.pt;(351) 918 109 689;1985/01/15;F;BP864408;PT;Rua Madrid, 71610-423 Vila Nova de Famalicão;2010/11/09 02:36:28;cash;active
MeMorais;Melissa de Morais;memorais@li3.pt;+351962287649;1999/09/18;F;LW007748;PT;Praça de Borges, S/N3377-111 Chaves;2013/06/04 10:05:34;debit_card;active
HugMatias;Hugo Matias;hugmatias@li3.pt;(351) 220136448;2002/04/24;M;CP476246;PT;Travessa de Pinheiro, 50238-102 Santiago do Cacém;2018/01/31 22:31:25;debit_card;active
LuNogueira1187;Luna Nogueira;lunogueira1187@li3.pt;+351938643239;1982/02/25;F;XD012921;PT;R. das Naus, 92774-659 Cantanhede;2013/11/27 05:57:59;debit_card;active
JéssicPacheco41;Jéssica Pacheco;jéssicpacheco41@li3.pt;(351) 935297971;1995/07/09;F;RN989020;PT;Travessa do Barredo, 626200-220 Cantanhede;2020/09/18 13:02:42;credit_card;active
IGarcia1169;Iara Garcia;igarcia1169@li3.pt;218 324 885;1987/08/21;F;ME339022;PT;Avenida de Santo António dos Capuchos, 867971-193 Fátima;2017/08/05 03:02:34;debit_card;active
VicenDomingues;Vicente Domingues;vicendomingues@li3.pt;(351) 923209215;1979/11/20;M;VW608650;PT;Alameda de Baptista, 609665-582 Faro;2010/01/14 14:53:02;credit_card;active
ClNogueira930;Cláudio Nogueira;clnogueira930@li3.pt;+351931643699;1951/03/30;M;DP204213;PT;Avenida Borges, S/N6996-285 Vila Real;2014/08/09 02:47:16;debit_card;active
RafAmaral705;Rafael Amaral;rafamaral705@li3.pt;925042350;1980/11/10;M;GH111884;PT;Alameda de Castro, S/N6172-004 Mirandela;2013/07/09 12:07:25;debit_card;active
DMoura;Diana Moura;dmoura@li3.pt;(351) 963591168;1971/07/01;F;JJ607067;PT;Avenida Duarte Jesus, 1908822-364 Vila Nova de Santo André;2013/11/13 04:00:13;cash;active
MáAmaral107;Márcio Amaral;máamaral107@li3.pt;918446549;1955/11/11;M;ND663896;PT;Alameda de Marques Marinho, 92805-966 Santa Comba Dão;2016/06/30 17:39:24;cash;active
ManueCoelho;Manuel Coelho;manuecoelho@li3.pt;930702166;1992/03/26;M;OM955867;PT;Av Azevedo, 61411-043 Pombal;2012/09/21 02:44:57;credit_card;active
EriGaspar820;Erica Gaspar;erigaspar820@li3.pt;965 560 007;1989/01/19;F;JS835387;PT;Av Kelly Brito, 68007-284 Aveiro;2016/03/08 23:45:52;cash;inactive
CTavares;Cláudio Tavares;ctavares@li3.pt;(351) 251 562 191;1973/05/14;M;WH206443;PT;Av do Prof. Ruy Luís Gomes, 50217-188 Setúbal;2018/04/25 23:34:59;cash;active
FNeto;Filipa Neto;fneto@li3.pt;915064476;1989/05/01;F;NL278133;PT;Rua de Esteves, 755354-382 Paredes;2018/08/19 19:38:23;debit_card;active
EdgReis1174;Edgar Reis;edgreis1174@li3.pt;(351) 915097296;1978/12/08;M;BD569232;PT;Alameda do Campo Alegre, 811850-232 Caldas da Rainha;2013/06/07 03:05:43;debit_card;active
MRodrigues;Mia Rodrigues;mrodrigues@li3.pt;910113869;1965/04/05;F;FJ933841;PT;Travessa Manuel Costa, 758804-521 Oliveira do Hospital;2015/05/14 03:28:36;debit_card;active
MCarneiro1707;Mauro Carneiro;mcarneiro1707@li3.pt;(351) 963 209 458;1999/02/24;M;MS785589;PT;Largo de São Francisco, 249563-845 Santa Maria da Feira;2020/07/05 20:44:22;debit_card;Active
LetícCampos;Letícia Campos;letíccampos@li3.pt;(351) 913 290 678;1972/11/11;F;ZY994852;PT;Av Ribeiro, 972508-431 Portimão;2019/07/09 06:30:34;debit_card;active
MarGomes;Marcos da Gomes;margomes@li3.pt;298 877 663;1998/06/12;M;RG258155;PT;Rua Sul do Bairro da Encarnação, 728138-553 Póvoa de Santa Iria;2018/03/11 18:41:53;credit_card;active
JoVieira;Jorge Vieira;jovieira@li3.pt;288210620;1957/09/11;M;CL790860;PT;Alameda de Santa Helena, 51679-526 Vila Real de Santo António;2019/10/21 08:48:21;cash;active
VLima;Vasco Lima;vlima@li3.pt;+351920987687;1952/10/05;M;LI650196;PT;Avenida de Gaspar, 266233-188 Gandra;2017/09/29 14:21:13;debit_card;active
JúBatista1064;Júlia do Batista;júbatista1064@li3.pt;933799924;1970/04/28;F;RU707967;PT;Largo Lúcia Faria, 126125-099 Estremoz;10:38:01 AM/12/03/2001;debit_card;active
LaurPinto;Laura Pinto;laurpinto@li3.pt;928401665;1985/12/11;F;HR319761;PT;Rua de Arnaldo Gama, 5017744-676 Porto;2018/11/16 20:37:25;debit_card;active
MariMonteiro;Maria Monteiro;marimonteiro@li3.pt;(351) 275 839 033;1957/04/21;F;YJ853267;PT;Largo João Henriques, S/N4163-962 Alcobaça;2012/02/01 06:32:51;cash;active
MáAmaral;Mário Amaral;máamaral@li3.pt;924040574;1990/07/13;M;MU816159;PT;R. de Costa, 114693-768 São João da Madeira;2015/04/28 11:34:54;cash;
