id;airline;plane_model;total_seats;origin;destination;schedule_departure_date;schedule_arrival_date;real_departure_date;real_arrival_date;pilot;copilot;notes
0000000552;Turkish Airlines;Airbus A320;200;IST;PRG;2022/11/07 14:29:17;2022/11/07 16:59:17;2022/11/07 14:59:17;2022/11/07 19:59:17;Sarah Taylor;David Smith;
0000000553;Lufthansa;Boeing 777;300;FRA;MAD;2023/08/11 13:44:48;2023/08/11 16:14:48;2023/08/11 13:49:48;2023/08/11 18:54:48;Emily Davis;Laura Brown;
0000000554;Ryanair;Boeing 737;189;DUB;BCN;2023/05/19 06:21:23;2023/05/19 09:06:23;2023/05/19 06:21:23;2023/05/19 11:51:23;Laura Wilson;Sarah Davis;
0000000555;Iberia;Airbus A321;220;MAD;LIS;2023/01/11 04:13:40;2023/01/11 05:28:40;2023/01/11 04:58:40;2023/01/11 07:28:40;Robert Johnson;John Moore;We apologize for any inconvenience caused.
0000000556;Turkish Airlines;Airbus A320;200;IST;PRG;2021/07/07 12:10:25;2021/07/07 14:40:25;2021/07/07 12:15:25;2021/07/07 17:15:25;Sarah Taylor;David Smith;
0000000557;British Airways;Boeing 737;150;LHR;AMS;2021/07/16 10:05:06;2021/07/16 11:15:06;2021/07/16 10:10:06;2021/07/16 12:35:06;Sarah Smith;Emily Johnson;
0000000558;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2021/11/14 12:53:53;2021/11/14 14:23:53;2021/11/14 13:08:53;2021/11/14 16:08:53;Olivia Brown;Sarah Moore;
0000000559;Transavia;Airbus A320;180;AMS;NCE;2021/02/14 13:30:04;2021/02/14 15:50:04;2021/02/14 13:30:04;2021/02/14 18:10:04;Jane Jones;Jane Jones;
0000000560;Transavia;Airbus A320;180;AMS;NCE;2023/07/03 11:00:44;2023/07/03 13:20:44;2023/07/03 11:00:44;2023/07/03 15:40:44;Jane Jones;Jane Jones;
0000000561;Lufthansa;Boeing 777;300;FRA;MAD;2023/08/17 11:32:09;2023/08/17 14:02:09;2023/08/17 11:47:09;2023/08/17 17:02:09;Emily Davis;Laura Brown;
0000000562;EasyJet;Airbus A320;180;LHR;CDG;2022/04/16 16:17:18;2022/04/16 17:32:18;2022/04/16 16:22:18;2022/04/16 18:52:18;Sarah Jones;Jane Smith;
0000000563;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2023/01/18 12:12:32;2023/01/18 12:57:32;2023/01/18 12:42:32;2023/01/18 14:42:32;William Brown;Emily Wilson;
0000000564;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2022/03/06 14:37:10;2022/03/06 15:47:10;2022/03/06 15:07:10;2022/03/06 17:27:10;Sarah Davis;Michael Brown;
;TAP Air Portugal;Airbus A320;200;LIS;MAD;2022/06/10 09:56:24;2022/06/10 11:06:24;2022/06/10 09:56:24;2022/06/10 12:16:24;Jane Williams;Emily Miller;
0000000566;Alitalia;Boeing 767;280;FCO;ATH;2022/10/07 00:23:32;2022/10/07 02:23:32;2022/10/07 01:08:32;2022/10/07 05:08:32;Laura Wilson;Emily Moore;
0000000567;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2022/12/16 00:20:50;2022/12/16 02:45:50;2022/12/16 00:50:50;2022/12/16 06:25:50;Emily Davis;John Smith;
0000000568;Alitalia;Boeing 767;280;FCO;ATH;2022/04/04 10:46:06;2022/04/04 12:46:06;2022/04/04 10:46:06;;Laura Wilson;Emily Moore;
0000000569;Austrian Airlines;Airbus A321;220;VIE;MUC;2023/01/14 05:18:27;2023/01/14 06:08:27;2023/01/14 05:48:27;2023/01/14 08:13:27;William Miller;John Wilson;
0000000570;Aer Lingus;Airbus A320;180;DUB;LIS;2021|07|03 05:56:35;2021/07/03 08:56:35;2021/07/03 05:56:35;2021/07/03 11:56:35;Jane Jones;David Davis;
0000000571;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2021/08/10 06:35:16;2021/08/10 07:35:16;2021/08/10 06:35:16;2021/08/10 08:35:16;Laura Moore;John Taylor;
0000000572;Turkish Airlines;Airbus A320;200;IST;PRG;2021/12/11 05:12:23;2021/12/11 07:42:23;2021/12/11 05:27:23;2021/12/11 10:27:23;Sarah Taylor;David Smith;
0000000573;British Airways;Boeing 737;150;LHR;AMS;2021/04/22 16:23:03;2021/04/22 17:33:03;2021/04/22 16:23:03;2021/04/22 18:43:03;Sarah Smith;Emily Johnson;
0000000574;EasyJet;Airbus A320;180;LHR;CDG;2023/06/08 08:13:55;2023/06/08 09:28:55;2023/06/08 08:13:55;2023/06/08 11:13:55;Sarah Jones;Jane Smith;
0000000575;Austrian Airlines;Airbus A321;220;VIE;MUC;2022/03/12 06:52:01;2022/03/12 07:42:01;2022/03/12 07:37:01;2022/03/12 09:17:01;William Miller;John Wilson;
0000000576;Aer Lingus;Airbus A320;180;DUB;LiS;2021/05/14 04:39:50;2021/05/14 07:39:50;2021/05/14 04:39:50;2021/05/14 11:24:50;Jane Jones;David Davis;
0000000577;TAP Air Portugal;Airbus A320;200;LIS;MAD;2022/06/02 14:19:01;2022/06/02 15:29:01;2022/06/02 14:24:01;2022/06/02 16:44:01;Jane Williams;Emily Miller;
0000000578;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2023/03/07 15:43:27;2023/03/07 16:43:27;2023/03/07 15:58:27;2023/03/07 17:58:27;Laura Moore;John Taylor;
0000000579;Lufthansa;Boeing 777;N;FRA;MAD;2022/11/04 07:46:00;2022/11/04 10:16:00;2022/11/04 08:31:00;2022/11/04 13:31:00;Emily Davis;Laura Brown;
0000000580;Jet2.com;Airbus A321;220;MAN;PRG;2022/10/01 03:58:15;2022/10/01 06:28:15;2022/10/01 04:43:15;2022/10/01 09:58:15;Robert Williams;Michael Miller;
0000000581;Austrian Airlines;Airbus A321;220;VIE;MUC;2021/02/16 05:54:24;2021/02/16 06:44:24;2021/02/16 06:09:24;2021/02/16 08:34:24;William Miller;John Wilson;Cabin crew did an excellent job with passenger service.
0000000582;Vueling Airlines;Airbus A319;160;BCN;FCO;2022/12/20 10:16:38;2022/12/20 12:06:38;2022/12/20 10:36:38;2022/12/20 14:16:38;Jane Moore;Emily Taylor;
0000000583;Lufthansa;Boeing 777;300;FRA;MAD;2021/05/02 03:05:59;2021/05/02 05:35:59;2021/05/02 03:05:59;2021/05/02 08:05:59;Emily Davis;Laura Brown;
0000000584;TAP Air Portugal;Airbus A320;200;LIS;MAD;2022/06/20 10:45:48;2022/06/20 11:55:48;2022/06/20 11:05:48;2022/06/20 14:10:48;Jane Williams;Emily Miller;
0000000585;EasyJet;Airbus A320;180;LHR;CDG;2023/03/08 15:10:27;2023/03/08 16:25:27;2023/03/08 15:10:27;2023/03/08 17:40:27;Sarah Jones;Jane Smith;
0000000586;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2022/05/22 11:14:44;2022/05/22 12:44:44;2022/05/22 11:34:44;2022/05/22 15:19:44;Olivia Brown;Sarah Moore;
0000000587;Aeroflot;Airbus A320;250;SVO;TXL;2021/11/15 02:57:03;2021/11/15 06:12:03;2021/11/15 03:02:03;2021/11/15 09:37:03;William Davis;Emily Davis;Passengers seem comfortable and relaxed.
0000000588;Alitalia;Boeing 767;280;FCO;ATH;2023/02/15 14:32:14;2023/02/15 16:32:14;2023/02/15 14:32:14;2023/02/15 18:32:14;Laura Wilson;Emily Moore;
0000000589;Turkish Airlines;Airbus A320;200;IST;PRG;2021/02/19 12:02:29;2021/02/19 14:32:29;2021/02/19 12:02:29;2021/02/19 17:02:29;Sarah Taylor;David Smith;The ground crew is handling baggage efficiently.
0000000590;Air France;Airbus A321;220;CDG;FCO;2021/03/22 08:57:56;2021/03/22 10:42:56;2021/03/22 09:27:56;2021/03/22 13:12:56;John Williams;Robert Smith;Passengers with connecting flights will be assisted.
0000000591;Vueling Airlines;Airbus A319;160;BCN;FCO;2022/02/06 07:47:27;2022/02/06 09:37:27;2022/02/06 07:47:27;2022/02/06 11:27:27;Jane Moore;Emily Taylor;
0000000592;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2022/03/09 13:53:28;2022/03/09 15:08:28;2022/03/09 13:53:28;2022/03/09 16:23:28;David Johnson;Michael Johnson;
0000000593;TAP Air Portugal;Airbus A320;200;LIS;MAD;2022/09/14 05:27:11;2022/09/14 06:37:11;2022/09/14 06:12:11;2022/09/14 08:32:11;Jane Williams;Emily Miller;
0000000594;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2022/09/13 06:54:51;2022/09/13 07:39:51;2022/09/13 06:54:51;2022/09/13 09:09:51;William Brown;Emily Wilson;
0000000595;EasyJet;Airbus A320;180;LHR;CDG;2023/04/07 13:18:30;2023/04/07 14:33:30;2023/04/07 13:38:30;2023/04/07 16:08:30;Sarah Jones;Jane Smith;
0000000596;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2022/01/09 08:57:19;2022/01/09 10:27:19;2022/01/09 09:12:19;2022/01/09 12:32:19;Olivia Brown;Sarah Moore;
0000000597;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2023/03/19 01:19:13;2023/03/19 02:34:13;2023/03/19 01:19:13;2023/03/19 04:04:13;David Johnson;Michael Johnson;Clear skies and good visibility throughout the flight.
0000000598;EasyJet;Airbus A320;180;LHR;CDG;2022/09/04 12:13:54;2022/09/04 13:28:54;2022/09/04 12:33:54;2022/09/04 15:33:54;Sarah Jones;Jane Smith;
0000000599;Lufthansa;Boeing 777;300;FRA;MAD;2021/06/07 11:42:54;2021/06/07 14:12:54;2021/06/07 12:02:54;2021/06/07 17:02:54;Emily Davis;Laura Brown;The in-flight entertainment system is working flawlessly.
0000000600;Ryanair;Boeing 737;189;DUB;BCN;2023/08/07 15:25:46;2023/08/07 18:10:46;2023/08/07 15:25:46;2023/08/07 21:25:46;Laura Wilson;Sarah Davis;We're starting our descent into our destination.
0000000601;Vueling Airlines;Airbus A319;160;BCN;FCO;2022/04/20 10:48:28;2022/04/20 12:38:28;2022/04/20 10:48:28;2022/04/20 14:43:28;Jane Moore;Emily Taylor;
0000000602;Air France;Airbus A321;220;CDG;FCO;2023/02/17 16:38:08;2023/02/17 18:23:08;2023/02/17 16:43:08;2023/02/17 20:13:08;John Williams;Robert Smith;
0000000603;Ryanair;Boeing 737;189;DUB;TXL;2022/03/18 11:46:32;2022/03/18 13:46:32;2022/03/18 12:06:32;2022/03/18 16:06:32;Jane Davis;Emily Davis;
0000000604;Jet2.com;Airbus A321;220;MAN;PRG;2022/01/21 16:19:10;2022/01/21 18:49:10;2022/01/21 16:19:10;2022/01/21 21:34:10;Robert Williams;Michael Miller;
0000000605;Turkish Airlines;Airbus A320;200;IST;PRG;2022/02/16 13:23:33;2022/02/16 15:53:33;2022/02/16 13:38:33;2022/02/16 18:43:33;Sarah Taylor;David Smith;
0000000606;Alitalia;Boeing 767;280;FCO;ATH;2021/01/05 11:49:02;2021/01/05 13:49:02;2021/01/05 12:19:02;2021/01/05 16:24:02;Laura Wilson;Emily Moore;
0000000607;Aeroflot;Airbus A320;250;Svo;TXL;2023/03/19 02:54:26;2023/03/19 06:09:26;2023/03/19 02:54:26;2023/03/19 09:29:26;William Davis;Emily Davis;
0000000608;Ryanair;Boeing 737;189;DUB;TXL;2022/07/07 05:24:55;2022/07/07 07:24:55;2022/07/07 06:09:55;2022/07/07 10:29:55;Jane Davis;Emily Davis;Our pilots have undergone extensive training.
0000000609;Alitalia;Boeing 767;280;FCO;ATH;2021/08/19 06:30:01;2021/08/19 08:30:01;2021/08/19 06:30:01;2021/08/19 10:35:01;Laura Wilson;Emily Moore;
0000000610;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2021/04/18 11:35:19;2021/04/18 12:45:19;2021/04/18 11:50:19;2021/04/18 14:25:19;Sarah Davis;Michael Brown;Our company values safety above all else.
0000000611;Turkish Airlines;Airbus A320;200;IST;PRG;2021/01/22 04:11:11;2021/01/22 06:41:11;2021/01/22 04:11:11;2021/01/22 09:11:11;Sarah Taylor;David Smith;
0000000612;Lufthansa;Boeing 777;300;FRA;MAD;2022/05/02 07:44:02;2022/05/02 10:14:02;2022/05/02 07:44:02;2022/05/02 12:44:02;Emily Davis;Laura Brown;
0000000613;Turkish Airlines;Airbus A320;200;IST;PRG;2022/10/21 08:05:27;2022/10/21 10:35:27;2022/10/21 08:05:27;2022/10/21 13:05:27;Sarah Taylor;David Smith;
0000000614;Ryanair;Boeing 737;189;DUB;BCN;2022/11/10 12:42:41;2022/11/10 15:27:41;2022/11/10 12:42:41;2022/11/10 18:42:41;Laura Wilson;Sarah Davis;
0000000615;Alitalia;Boeing 767;280;FCO;ATH;2022/03/16 07:56:14;2022/03/16 09:56:14;2022/03/16 07:56:14;2022/03/16 12:41:14;Laura Wilson;Emily Moore;
0000000616;British Airways;Boeing 737;150;LHR;AMS;2021/06/04 13:29:42;2021/06/04 14:39:42;2021/06/04 13:34:42;2021/06/04 15:54:42;Sarah Smith;Emily Johnson;Passengers with connecting flights will be assisted.
0000000617;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2023/04/20 06:07:28;2023/04/20 07:07:28;2023/04/20 06:07:28;2023/04/20 08:52:28;Laura Moore;John Taylor;
0000000618;Lufthansa;Boeing 777;300;FRA;MAD;2022/10/12 01:30:46;2022/10/12 04:00:46;2022/10/12 01:30:46;2022/10/12 06:30:46;Emily Davis;Laura Brown;
0000000619;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2022/09/17 00:37:07;2022/09/17 03:02:07;2022/09/17 00:37:07;2022/09/17 05:27:07;Emily Davis;John Smith;
0000000620;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2021/05/17 08:13:11;2021/05/17 09:13:11;2021/05/17 08:13:11;2021/05/17 10:13:11;David Smith;John Jones;
0000000621;Iberia;Airbus A321;220;MAD;LIS;2022/11/15 11:58:29;2022/11/15 13:13:29;2022/11/15 12:13:29;2022/11/15 14:43:29;Robert Johnson;John Moore;
0000000622;Jet2.com;Airbus A321;220;MAN;PRG;2021/06/04 01:36:58;2021/06/04 04:06:58;2021/06/04 01:36:58;2021/06/04 06:51:58;Robert Williams;Michael Miller;
0000000623;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2022/06/16 15:14:48;2022/06/16 17:39:48;2022/06/16 15:19:48;2022/06/16 20:24:48;Emily Davis;John Smith;
0000000624;Aeroflot;Airbus A320;250;SVO;TXL;2021/10/03 10:21:46;2021/10/03 13:36:46;2021/10/03 10:21:46;2021/10/03 16:51:46;William Davis;Emily Davis;
0000000625;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2022/06/18 10:47:52;2022/06/18 13:12:52;2022/06/18 10:47:52;2022/06/18 15:57:52;Emily Davis;John Smith;The flight crew is highly experienced and trained.
0000000626;Air France;Airbus A321;220;CDG;FCO;2021/06/02 06:27:23;2021/06/02 08:12:23;2021/06/02 06:27:23;2021/06/02 10:17:23;John Williams;Robert Smith;
0000000627;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2022/07/06 00:50:57;2022/07/06 01:50:57;2022/07/06 00:50:57;2022/07/06 02:50:57;Laura Moore;John Taylor;
0000000628;Lufthansa;Boeing 777;300;FRA;MAD;2022/10/09 17:54:08;2022/10/09 20:24:08;2022/10/09 18:39:08;2022/10/10 00:09:08;Emily Davis;Laura Brown;
0000000629;Iberia;Airbus A321;220;MAD;LIS;2022/12/12 09:26:44;2022/12/12 10:41:44;2022/12/12 09:56:44;2022/12/12 12:56:44;Robert Johnson;John Moore;
0000000630;Turkish Airlines;Airbus A320;200;IST;PRG;2023/06/06 04:54:25;2023/06/06 07:24:25;2023/06/06 05:14:25;2023/06/06 10:14:25;Sarah Taylor;David Smith;
0000000631;Ryanair;Boeing 737;189;DUB;BCN;2023/01/20 10:27:32;2023/01/20 13:12:32;2023/01/20 10:27:32;2023/01/20 16:27:32;Laura Wilson;Sarah Davis;
0000000632;Turkish Airlines;Airbus A320;200;IST;PRG;2022/08/12 14:42:23;2022/08/12 17:12:23;2022/08/12 14:42:23;2022/08/12 20:27:23;Sarah Taylor;David Smith;We apologize for any inconvenience caused.
0000000633;Transavia;Airbus A320;180;AMS;NCE;2023/04/09 04:31:50;2023/04/09 06:51:50;2023/04/09 04:31:50;2023/04/09 09:11:50;Jane Jones;Jane Jones;
0000000634;Transavia;Airbus A320;180;AMS;NCE;2021/10/05 14:49:11;2021/10/05 17:09:11;2021/10/05 14:49:11;2021/10/05 19:34:11;Jane Jones;Jane Jones;
0000000635;Ryanair;Boeing 737;189;DUB;BCN;2022/08/19 06:05:09;2022/08/19 08:50:09;2022/08/19 06:05:09;2022/08/19 11:55:09;Laura Wilson;Sarah Davis;
0000000636;Aeroflot;Airbus A320;250;SVO;TXL;2023/07/03 05:58:35;2023/07/03 09:13:35;2023/07/03 06:18:35;2023/07/03 12:48:35;William Davis;Emily Davis;
0000000637;Jet2.com;Airbus A321;220;MAN;PRG;2021/11/17 11:21:52;2021/11/17 13:51:52;2021/11/17 11:41:52;2021/11/17 17:01:52;Robert Williams;Michael Miller;
0000000638;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2022/11/16 01:47:29;2022/11/16 02:32:29;2022/11/16 01:52:29;2022/11/16 03:37:29;William Brown;Emily Wilson;Please ensure your seatbelts are fastened for landing.
0000000639;Ryanair;Boeing 737;189;DUB;TXL;2022/04/04 07:46:02;2022/04/04 09:46:02;2022/04/04 08:31:02;2022/04/04 12:46:02;Jane Davis;Emily Davis;
0000000640;Lufthansa;Boeing 777;300;FRA;MAD;2021/09/19 01:33:17;2021/09/19 04:03:17;2021/09/19 01:33:17;01/05/2022;Emily Davis;Laura Brown;
0000000641;Air France;Airbus A321;220;CDG;FCO;2021/05/04 02:46:39;2021/05/04 04:31:39;2021/05/04 02:51:39;2021/05/04 06:21:39;John Williams;Robert Smith;We strive for a positive passenger experience.
0000000642;British Airways;Boeing 737;150;LHR;AMS;2023/06/13 13:26:13;2023/06/13 14:36:13;2023/06/13 13:46:13;2023/06/13 16:06:13;Sarah Smith;Emily Johnson;
0000000643;Aeroflot;Airbus A320;250;SVO;TXL;2022/06/20 03:27:39;2022/06/20 06:42:39;2022/06/20 03:27:39;2022/06/20 10:17:39;William Davis;Emily Davis;Passengers seem comfortable and relaxed.
0000000644;Lufthansa;Boeing 777;300;FrA;MAD;2022/03/12 08:00:01;2022/03/12 10:30:01;2022/03/12 08:00:01;2022/03/12 13:15:01;Emily Davis;Laura Brown;The in-flight entertainment system is working flawlessly.
0000000645;Austrian Airlines;Airbus A321;220;VIE;MUC;2021/01/09 10:14:05;2021/01/09 11:04:05;2021/01/09 10:34:05;2021/01/09 12:19:05;William Miller;John Wilson;Our pilots have undergone extensive training.
0000000646;Vueling Airlines;Airbus A319;160;BCN;FCO;2023/01/09 12:02:16;2023/01/09 13:52:16;2023/01/09 12:32:16;2023/01/09 16:27:16;Jane Moore;Emily Taylor;We appreciate your patience during the delay.
0000000647;British Airways;Boeing 737;150;LHR;AMS;2023/01/12 14:02:31;2023/01/12 15:12:31;2023/01/12 14:22:31;2023/01/12 16:42:31;Sarah Smith;Emily Johnson;
0000000648;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2021/08/20 02:53:30;2021/08/20 04:23:30;2021/08/20 02:53:30;2021/08/20 05:53:30;Olivia Brown;Sarah Moore;
0000000649;Alitalia;Boeing 767;280;FCO;ATH;2021/04/08 17:04:06;2021/04/08 15:04:06;2021/04/08 15:04:06;2021/04/08 19:04:06;Laura Wilson;Emily Moore;Cabin pressure and temperature are within normal ranges.
0000000650;Turkish Airlines;Airbus A320;200;IST;PRG;2022/05/07 05:42:58;2022/05/07 08:12:58;2022/05/07 05:42:58;2022/05/07 10:42:58;Sarah Taylor;David Smith;
0000000651;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2023/01/22 04:09:20;2023/01/22 04:54:20;2023/01/22 04:09:20;2023/01/22 05:39:20;William Brown;Emily Wilson;
0000000652;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2022/04/19 06:11:51;2022/04/19 07:26:51;2022/04/19 06:41:51;2022/04/19 09:41:51;David Johnson;Michael Johnson;We appreciate your patience during the delay.
0000000653;Turkish Airlines;Airbus A320;200;IST;PRG;2023/05/15 06:44:43;2023/05/15 09:14:43;2023/05/15 06:59:43;2023/05/15 12:29:43;Sarah Taylor;David Smith;
0000000654;Turkish Airlines;Airbus A320;200;IST;PRG;2023/01/13 16:43:28;2023/01/13 19:13:28;2023/01/13 17:28:28;2023/01/13 22:58:28;Sarah Taylor;David Smith;
0000000655;KLM Royal Dutch Airlines;Airbus A330;250;AMS;VIE;2022/09/12 17:10:25;2022/09/12 19:35:25;2022/09/12 17:10:25;2022/09/12 22:20:25;Emily Davis;John Smith;
0000000656;Aer Lingus;Airbus A320;180;DUB;LIS;2022/07/11 17:37:00;2022/07/11 20:37:00;2022/07/11 17:52:00;2022/07/11 23:52:00;Jane Jones;David Davis;
0000000657;EasyJet;Airbus A320;180;LHR;CDG;2021/05/21 06:01:47;2021/05/21 07:16:47;2021/05/21 06:01:47;2021/05/21 08:51:47;Sarah Jones;Jane Smith;Smooth transition into cruising altitude.
0000000658;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2022/01/04 17:05:33;2022/01/04 18:05:33;2022/01/04 17:35:33;2022/01/04 19:40:33;David Smith;John Jones;
0000000659;Austrian Airlines;Airbus A321;220;VIE;MUC;2023/07/17 12:53:52;2023/07/17 13:43:52;2023/07/17 13:13:52;2023/07/17 14:53:52;William Miller;John Wilson;
0000000660;Alitalia;Boeing 767;280;FCO;ATH;2023/03/12 07:12:51;2023/03/12 09:12:51;2023/03/12 07:12:51;2023/03/12 11:57:51;Laura Wilson;Emily Moore;
0000000661;TAP Air Portugal;Airbus A320;200;LIS;MAD;2021/11/03 13:53:49;2021/11/03 15:03:49;2021/11/03 14:23:49;2021/11/03 17:28:49;Jane Williams;Emily Miller;
0000000662;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2021/04/20 02:27:20;2021/04/20 03:27:20;2021/04/20 02:57:20;2021/04/20 05:12:20;David Smith;John Jones;
0000000663;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2022/01/17 14:29:26;2022/01/17 15:14:26;2022/01/17 14:34:26;2022/01/17 16:19:26;William Brown;Emily Wilson;We have a strong commitment to on-time departures.
0000000664;British Airways;Boeing 737;150;LHR;AMS;2023/08/02 07:40:13;2023/08/02 08:50:13;2023/08/02 07:40:13;2023/08/02 10:45:13;Sarah Smith;Emily Johnson;Smooth transition into cruising altitude.
0000000665;Alitalia;Boeing 767;280;FCO;ATH;2023/07/18 09:11:14;2023/07/18 11:11:14;2023/07/18 09:31:14;2023/07/18 13:46:14;Laura Wilson;Emily Moore;
0000000666;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2021/02/21 10:22:25;2021/02/21 11:22:25;2021/02/21 10:22:25;2021/02/21 12:22:25;Laura Moore;John Taylor;
0000000667;Alitalia;Boeing 767;280;FCO;ATH;2022/07/16 15:30:48;2022/07/16 17:30:48;2022/07/16 16:00:48;2022/07/16 20:00:48;Laura Wilson;Emily Moore;
0000000668;KLM Royal Dutch Airlines;;250;AMS;VIE;2022/05/11 02:22:02;2022/05/11 04:47:02;2022/05/11 02:22:02;2022/05/11 07:12:02;Emily Davis;John Smith;
0000000669;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2021/05/09 09:41:49;2021/05/09 10:41:49;2021/05/09 10:01:49;2021/05/09 12:21:49;David Smith;John Jones;
0000000670;Vueling Airlines;Airbus A319;160;BCN;FCO;2022/08/01 07:42:39;2022/08/01 09:32:39;2022/08/01 07:42:39;2022/08/01 12:07:39;Jane Moore;Emily Taylor;The flight crew is highly experienced and trained.
0000000671;Austrian Airlines;Airbus A321;220;VIE;MUC;2023/02/20 17:43:37;2023/02/20 18:33:37;2023/02/20 17:43:37;2023/02/20 19:23:37;William Miller;John Wilson;
0000000672;Aer Lingus;Airbus A320;180;DUB;LIS;2023/05/14 11:16:07;2023/05/14 14:16:07;2023/05/14 12:01:07;2023/05/14 18:01:07;Jane Jones;David Davis;Landing gear is functioning perfectly.
0000000673;Ryanair;Boeing 737;189;DUB;BCN;2022/09/08 07:42:08;2022/09/08 10:27:08;2022/09/08 07:42:08;2022/09/08 13:32:08;Laura Wilson;Sarah Davis;We have a slight delay due to air traffic.
0000000674;Ryanair;Boeing 737;189;DUB;BCN;2023/02/10 08:34:15;2023/02/10 11:19:15;2023/02/10 09:04:15;2023/02/10 15:04:15;Laura Wilson;Sarah Davis;
0000000675;Iberia;Airbus A321;220;MAD;LIS;2023/08/05 00:26:29;2023/08/05 01:41:29;2023/08/05 00:31:29;2023/08/05 03:01:29;Robert Johnson;John Moore;Our fuel consumption is on track with the flight plan.
0000000676;British Airways;Boeing 737;150;LHR;AMS;2022/12/09 07:14:59;2022/12/09 08:24:59;2022/12/09 07:14:59;2022/12/09 09:49:59;Sarah Smith;Emily Johnson;
0000000677;Austrian Airlines;Airbus A321;220;VIE;MUC;2021/04/04 02:29:39;2021/04/04 03:19:39;2021/04/04 02:34:39;2021/04/04 04:19:39;William Miller;John Wilson;Our company invests in the latest aviation technology.
0000000678;Ryanair;;189;DUB;BCN;2022/01/21 10:58:48;2022/01/21 13:43:48;2022/01/21 10:58:48;2022/01/21 16:43:48;Laura Wilson;Sarah Davis;
0000000679;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2021/02/16 04:31:30;2021/02/16 05:31:30;2021/02/16 04:31:30;2021/02/16 06:51:30;Laura Moore;John Taylor;
0000000680;Vueling Airlines;Airbus A319;160;BCN;FCO;2022/02/06 11:23:12;2022/02/06 13:13:12;2022/02/06 11:38:12;2022/02/06 15:18:12;Jane Moore;Emily Taylor;
0000000681;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2022/12/22 00:03:54;2022/12/22 01:03:54;2022/12/22 00:03:54;2022/12/22 02:03:54;David Smith;John Jones;
0000000682;Ryanair;Boeing 737;189;DUB;BCN;2022/10/07 16:16:18;2022/10/07 19:01:18;2022/10/07 17:01:18;2022/10/07 22:31:18;Laura Wilson;Sarah Davis;
0000000683;Vueling Airlines;Airbus A319;160;BCN;FCO;2022/02/06 15:22:02;2022/02/06 17:12:02;2022/02/06 15:22:02;2022/02/06 19:02:02;Jane Moore;Emily Taylor;We have a slight delay due to air traffic.
0000000684;Lufthansa;Boeing 777;300;FRA;MAD;2023/02/12 09:37:45;2023/02/12 12:07:45;2023/02/12 09:52:45;2023/02/12 15:12:45;Emily Davis;Laura Brown;
0000000685;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2022/08/16 04:34:50;2022/08/16 05:34:50;2022/08/16 04:34:50;2022/08/16 06:54:50;Laura Moore;John Taylor;
0000000686;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2021/10/03 02:04:17;2021/10/03 03:04:17;2021/10/03 02:04:17;2021/10/03 04:49:17;David Smith;John Jones;
0000000687;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2021/10/21 03:51:41;2021/10/21 04:51:41;2021/10/21 03:51:41;2021/10/21 05:56:41;Laura Moore;John Taylor;
0000000688;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2021/04/12 13:14:09;2021/04/12 14:14:09;2021/04/12 13:14:09;2021/04/12 15:14:09;David Smith;John Jones;
0000000689;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2021/02/12 12:05:08;2021/02/12 12:50:08;2021/02/12 12:05:08;2021/02/12 13:35:08;William Brown;Emily Wilson;
